id,city,was_crawled,was_analyzed,channel_title_1,channel_description_1,URL_1,channel_title_2,channel_description_2,URL_2,channel_title_3,channel_description_3,URL_3,channel_title_4,channel_description_4,URL_4,channel_title_5,channel_description_5,URL_5,channel_title_6,channel_description_6,URL_6,channel_title_7,channel_description_7,URL_7,channel_title_8,channel_description_8,URL_8
AT00007296,coral springs,yes,yes,Coral Springs,"Founded on July 10, 1963, Coral Springs has grown from a ""City in the Country"" to a vibrant, family-friendly City that has ...",https://www.youtube.com/channel/UCpJTI3iON45k4Lzx3c66u_w,Coral Springs Public Safety,Official YouTube Channel for the Coral Springs Police Department and the Coral Springs-Parkland Fire Department.,https://www.youtube.com/channel/UCsNBzRS6fNGDwwVXkQzlm3w,,,,,,,,,,,,,,,,,,
AT00007300,cottondale,yes,yes,City of Dothan AL,Welcome to the City of Dothan Youtube Channel. Here you will find our Live streams and city government official video postings.,https://www.youtube.com/channel/UCjQLzllGnzicLNiMMzcLwKQ,,,,,,,,,,,,,,,,,,,,,
AT00007301,country club,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007303,crawfordville,yes,yes,Tallahassee Police Department,The Tallahassee Police Department has a distinguished 170-year history of protecting and serving Florida's Capital City while ...,https://www.youtube.com/channel/UCsETCk0YSV0FhsYxQadpnKA,,,,,,,,,,,,,,,,,,,,,
AT00007305,crescent city,yes,yes,"City of Crescent City, Florida","Crescent City, FL is located between Two bodies of water, Crescent Lake lies to the east of the town and Lake Stella lies to the ...",https://www.youtube.com/channel/UCak1_v7UFM8nqIviX53nzaA,City of Palm Coast,Welcome to the official YouTube Channel of the City of Palm Coast - your all-in-one resource for everything Palm Coast. Here you ...,https://www.youtube.com/channel/UCutMtNq3Rm4NzsRYtNMHSAg,,,,,,,,,,,,,,,,,,
AT00007306,crestview,yes,yes,Destiny Worship Center,Welcome to the official Destiny Worship Center YouTube channel which features the latest sermons and preaching from our ...,https://www.youtube.com/channel/UCULwAoCDC-aHRtofvReacUA,WMBB News 13,"WMBB News 13 News, Weather, Sports and more from across the Florida Panhandle. Located in Panama City, Florida.",https://www.youtube.com/channel/UCfnsWGN5thNUp_QKObM58bA,,,,,,,,,,,,,,,,,,
AT00007309,cross,yes,yes,CityOfOldsmar,"Videos of City Council and Advisory Board Meetings for the City of Oldsmar, Florida.",https://www.youtube.com/channel/UCAzoS5eveYcUaWisO0ffQDA,City Church Tallahassee,"This is the YouTube Channel for City Church, located in Tallahassee, FL. You can find videos of music, sermons, and other digital ...",https://www.youtube.com/channel/UC74Hj2m3LeGhMjHpnU4tl3A,,,,,,,,,,,,,,,,,,
AT00007311,crystal river,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007314,cutler bay,yes,yes,Town of Cutler Bay,"Home to over 45000 residents, Cutler Bay is a coastal, family-friendly community. Since incorporating in 2005, the Town has ...",https://www.youtube.com/channel/UCqXkl1O0vQ_mAz_f3-BJ0Sg,"CBTV Cutler Bay, Florida","CBTV is sponsored in part by the Town of Cutler Bay. The Town Cutler Bay A great Place to Live, Work and Play. CBTV and the ...",https://www.youtube.com/channel/UCTbIiwQXByFKI8tZwtUAOpA,City of Miami Gov,The Official City of Miami YouTube Channel.,https://www.youtube.com/channel/UCSsI2UhZkrUHM0HjP9T7wDQ,City of Coral Gables,This is a government access channel of the City of Coral Gables. It was created to provide information about government ...,https://www.youtube.com/channel/UCD5_-pGp2NnbjtB20u3hP6A,,,,,,,,,,,,
AT00007318,dade city,yes,yes,City of Dade City,"Located among the rolling hills of Northeast Pasco County, Florida, Dade City is a delightful blend of old and new, trendy and ...",https://www.youtube.com/channel/UCuKoLH6o_--A0pbLVN91hUg,Town of Miami Lakes,"When it incorporated in December 2000, the Town of Miami Lakes became the 31st municipality in Miami-Dade County. Known ...",https://www.youtube.com/channel/UCSCzXpZ82FfA5udLY6WynCQ,"Grace Baptist Church of Dade City, Florida","This channel features services and specials from Grace Baptist Church of Dade City Florida. Grace Baptist is an Independent, ...",https://www.youtube.com/channel/UCc9IZVGBOd7Q8XxwCfS2OHw,Dade city Florida,Local news and events for Dade City Florida.,https://www.youtube.com/channel/UCJs9eCJH1mIqHNMzLptjQCA,,,,,,,,,,,,
AT00007320,dania beach,yes,yes,Dania Beach Ch78,Dania Beach's Government Channel 78 and Live Broadcasts from City Hall (Commission meetings),https://www.youtube.com/channel/UCMT4sfctdp-J3ibU9_NA05Q,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,"City of Sunrise, Florida","The City of Sunrise, located in western Broward County, Florida is home to approximately 92000 residents and host to several ...",https://www.youtube.com/channel/UCwWs-vZ6h-5P6XvQOCllSCA,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",https://www.youtube.com/channel/UCAthAfV8Iqgyl8znznZodlQ,City of Dania Beach ,"The official video channel of the City of Dania Beach, Florida, government. From our exceptional beach, pier and marina to ...",https://www.youtube.com/channel/UCZ5ZtYmJ5XUnbL_gNO-pmBw,City of Dania Beach Pier Cam,"Watch live video of the Dania Beach pier and beach area. The Dania Beach pier is located at 300 N Beach Rd, Dania Beach, FL ...",https://www.youtube.com/channel/UCpJ4goz4R_g2GqQHfixq3Xw,,,
AT00007321,davenport,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007322,davie,yes,yes,Town of Davie TV,"This is the official ""YouTube"" home of the Town of Davie, Florida, government. Our Public Information Office is responsible for the ...",https://www.youtube.com/channel/UClAfziZQ5Gra8DrGRzyq37w,The Davie Police Department,This is the official YouTube channel for the Davie Police Department. The Davie Police Department is located in Broward County ...,https://www.youtube.com/channel/UCQuUujo4gIp8r6xqCOg3meg,Cooper City's Got Talent,"Promoting local talent in Cooper City and Davie, Florida.",https://www.youtube.com/channel/UCaUhnSHQLfPlsk7D2peIhIA,,,,,,,,,,,,,,,
AT00007324,daytona beach,yes,yes,City of Daytona Beach Shores,"Daytona Beach Shores is a charming, friendly, oceanfront community of 4300 residents located on the barrier island directly south ...",https://www.youtube.com/channel/UC83Ed6Z2xNz1XFdgtwZ_UlQ,Housing Authority of the City of Daytona Beach,"The Housing Authority of the City of Daytona Beach is dedicated to providing assistance for affordable, attractive and safe housing ...",https://www.youtube.com/channel/UCOgrjn_-Pfr000RS84HT7ng,Redemption City Church,,https://www.youtube.com/channel/UCSRGSsrdrvT4W0VtAvreksg,,,,,,,,,,,,,,,
AT00007326,debary,yes,yes,DeBary News,DeBary News provides news and information about one of Central Florida's most desirable cities.,https://www.youtube.com/channel/UC2eVypDFnb_ry9cynYzI2hA,"City of Deltona, Florida","This is the YouTube channel for DeltonaTV, the government access channel for the City of Deltona, Florida, operated under the ...",https://www.youtube.com/channel/UCVmnLgKGLhHhcyQBKZgzvOw,,,,,,,,,,,,,,,,,,
AT00007327,deerfield beach,yes,yes,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,Town of Highland Beach,,https://www.youtube.com/channel/UCTAGr8WCa44Y3Q2Bb6UN2mw,City of Deerfield Beach,"This is the official video channel of the City of Deerfield Beach, Florida, government. The mission of the Office of Public Affairs and ...",https://www.youtube.com/channel/UCGOxU-8iNOeoG3a337shXoA,Deerfield Beach Commission Meetings and Workshop,Commission meetings are held on the first and third Tuesday of each month at 7:00 PM in the City Commission Chambers located ...,https://www.youtube.com/channel/UCOQYtsRE9VUkfA0n0Ywd-zw,,,,,,,,,,,,
AT00007328,defuniak springs,yes,yes,City DFS Live Stream,City of DeFuniak Springs Live Meetings.,https://www.youtube.com/channel/UC6LCwS2osKc1ku8b0sUqAEg,"City of DeFuniak Springs, FL","News, events and feature stories about historic DeFuniak Springs, FL produced by the City of DeFuniak Springs.",https://www.youtube.com/channel/UC-w7a2JMeML8i7QiuImfLZQ,WJHG-TV NewsChannel 7 | Northwest Florida,NewsChannel 7 is Northwest Florida's news leader. Have a news tip? Call: 850-234-7777 ext 1 or email news@wjhg.com.,https://www.youtube.com/channel/UCI8Ydl7p4ZLAzvv9-FyGFqg,WMBB News 13,"WMBB News 13 News, Weather, Sports and more from across the Florida Panhandle. Located in Panama City, Florida.",https://www.youtube.com/channel/UCfnsWGN5thNUp_QKObM58bA,DeFuniak Springs Herald Beach Breeze,"Local new For DeFuniak Springs and Walton County, Florida.",https://www.youtube.com/channel/UCArzoQbOrtyjgeM4gXo5nvQ,,,,,,,,,
AT00007329,deland,yes,yes,City of DeLand,This channel is the official channel for the City of DeLand government.,https://www.youtube.com/channel/UCzpykaWQ6en93m6UZ1-pbiw,Pentecostals of DeLand,"Media content from the Pentecostals of DeLand. A place for your faith, family & friends.",https://www.youtube.com/channel/UC2rW674jFLMYdXH230_ZkVA,,,,,,,,,,,,,,,,,,
AT00007332,delray beach,yes,yes,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,Downtown Delray,"For all videos surrounding the events that take place in Downtown Delray Beach, FL!",https://www.youtube.com/channel/UClnUZBZvJrq28OWT0SGWzoQ,City of Deerfield Beach,"This is the official video channel of the City of Deerfield Beach, Florida, government. The mission of the Office of Public Affairs and ...",https://www.youtube.com/channel/UCGOxU-8iNOeoG3a337shXoA,,,,,,,,,,,,,,,
AT00007333,deltona,yes,yes,"City of Deltona, Florida","This is the YouTube channel for DeltonaTV, the government access channel for the City of Deltona, Florida, operated under the ...",https://www.youtube.com/channel/UCVmnLgKGLhHhcyQBKZgzvOw,Deltona TV,Deltona TV is the Communication and Information Station for the City of Deltona and Southwest Volusia County. City commission ...,https://www.youtube.com/channel/UCtZT0FbMqI_caBY4QsgkHBQ,"Santiago Avila, Jr. Mayor of Deltona, Florida",,https://www.youtube.com/channel/UCj2QdCn3KsIMB9oHnhy3Aow,,,,,,,,,,,,,,,
AT00007335,destin,yes,yes,CityofDestin,"The City of Destin created this YouTube Channel to help keep residents, businesses and visitors up-to-date on news and City ...",https://www.youtube.com/channel/UCn_D1Iq1xxZhrkenq1d7EYA,Destiny Worship Center,Welcome to the official Destiny Worship Center YouTube channel which features the latest sermons and preaching from our ...,https://www.youtube.com/channel/UCULwAoCDC-aHRtofvReacUA,,,,,,,,,,,,,,,,,,
AT00007339,doral,yes,yes,City of Doral,"Thank you for visiting Doral TV on YouTube! We welcome you to view our programming right here on demand, on Comcast ...",https://www.youtube.com/channel/UClUMQPoYao_K1Vs3tOOVonA,Site Doral,"Doral, incorporated on June 24, 2003, in one of thirty-four municipalities in Miami-Dade County, Florida. Conveniently located just ...",https://www.youtube.com/channel/UChYZRZl3XfCWK2_Jt4ZaY0g,,,,,,,,,,,,,,,,,,
AT00007342,dundee,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007343,dunedin,yes,yes,CityofDunedin,"Official City of Dunedin, Florida YouTube Channel.",https://www.youtube.com/channel/UCHh0XD1oISXtkFGqExIoEMA,6 Degrees Media,"Discovering Dunedin Florida's places to go, things to do, and people to see. Dunedin is the perfect blend between old town ...",https://www.youtube.com/channel/UCcw2kp7ZcMNXctRXfNkc5lw,Dunedin City Council,"The Dunedin City Council is the local authority for the wider Dunedin area, which covers 3340 square kilometres from north of ...",https://www.youtube.com/channel/UCIuKxbBmH-gLa19sfi-wRCw,,,,,,,,,,,,,,,
AT00007344,dunnellon,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007345,eagle lake,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007353,eatonville,yes,yes,"Town of Eatonville, FL",TOWN OF EATONVILLE - The Historic Town of Eatonville is the Oldest Black Incorporated Town in America; incorporated in 1887 ...,https://www.youtube.com/channel/UCMWuX8wXgT9Od4IJtdRIdtQ,"City of Sanford, FL","Official Youtube Channel of City of Sanford, Florida. There's Always Something Going On in Historic Sanford. As one of the oldest ...",https://www.youtube.com/channel/UCrOGg6n2Qjw6yujcrwc0Z3g,VISIT FLORIDA,"VISITFLORIDA.com - the State's Official Source for Travel Planning. We love everything about the Sunshine State, and encourage ...",https://www.youtube.com/channel/UCDlZa0hPoPD3gjwRZrv9A6Q,Oviedo City Government,"The official Youtube Channel for the City of Oviedo, Florida.",https://www.youtube.com/channel/UCGHxkgcWYs3Ei6v-leDbqeA,,,,,,,,,,,,
AT00007354,ebro,yes,yes,City of Lynn Haven Florida,Lynn Haven City Commission meetings are normally held on the second and fourth Tuesdays of the month in the Chambers ...,https://www.youtube.com/channel/UCIQF6ORilTNOq43451WT0YA,Beach TV - Panama City Beach,"Beach TV is just what it sounds like… a television station dedicated to the beach and beach lifestyle. Beautiful, warm, colorful ...",https://www.youtube.com/channel/UC9-7NK79k1yRDvY6w2QHw8w,"Hiland Park Baptist Church of Panama City, FL",,https://www.youtube.com/channel/UC_fv76e-azht11m4LwbUQ9Q,,,,,,,,,,,,,,,
AT00007355,edgewater,yes,yes,Deltona TV,Deltona TV is the Communication and Information Station for the City of Deltona and Southwest Volusia County. City commission ...,https://www.youtube.com/channel/UCtZT0FbMqI_caBY4QsgkHBQ,"City of Edgewater, FL",City of Edgewater has many wonderful events and an amazing culture.,https://www.youtube.com/channel/UCI_r0uHACBVupYf2slPWXkw,,,,,,,,,,,,,,,,,,
AT00007356,edgewood,yes,yes,"City of Sanford, FL","Official Youtube Channel of City of Sanford, Florida. There's Always Something Going On in Historic Sanford. As one of the oldest ...",https://www.youtube.com/channel/UCrOGg6n2Qjw6yujcrwc0Z3g,Oviedo City Government,"The official Youtube Channel for the City of Oviedo, Florida.",https://www.youtube.com/channel/UCGHxkgcWYs3Ei6v-leDbqeA,Orlando Police Department,"This is the official YouTube page for the Orlando Police Department, where Central Florida's finest serve and protect the citizens of ...",https://www.youtube.com/channel/UCb-BK5qGhA4O70B7tV7OINw,,,,,,,,,,,,,,,
AT00007360,ellenton,yes,yes,Redeemer Lutheran Church Sun City Center Florida,"Welcome to Redeemer Lutheran Church in Sun City Center, Florida. Redeemer Lutheran Church is a member of the ELCA, and is ...",https://www.youtube.com/channel/UCUniSRGmRw4qLi2qmoInoxw,City of Bradenton Government,,https://www.youtube.com/channel/UCUEJ81TQZIz1NsLYCPo7dkw,,,,,,,,,,,,,,,,,,
AT00007361,el portal village,yes,yes,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,"City of Opa-locka, FL",City of Opa-locka's Official YouTube Channel.,https://www.youtube.com/channel/UCOAsS_oXDEida5PdhtJwYuA,Town of Miami Lakes,"When it incorporated in December 2000, the Town of Miami Lakes became the 31st municipality in Miami-Dade County. Known ...",https://www.youtube.com/channel/UCSCzXpZ82FfA5udLY6WynCQ,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",https://www.youtube.com/channel/UCVtTjaaajzCaWsMxHBmTIsA,,,,,,,,,,,,
AT00007362,englewood,yes,yes,Englewood Florida Chamber of Commerce,,https://www.youtube.com/channel/UCXphpg1dn9tA5o5IcuNu_Zg,,,,,,,,,,,,,,,,,,,,,
AT00007364,estero,yes,yes,Village of Estero,"Videos from the Village of Estero, Florida. www.estero-fl.gov.",https://www.youtube.com/channel/UCB7E094GNsw0d2_an2lHiHQ,,,,,,,,,,,,,,,,,,,,,
AT00007366,eustis,yes,yes,St Andrew Orthodox Christian Church - Eustis,"Welcome! We are a small parish of Orthodox Christians, worshiping in the small town of Eustis, FL, according to the Western Rite ...",https://www.youtube.com/channel/UCoKMrirfyaPU5dkXnSACDgA,"City of Eustis, Florida - America's Hometown","The City of Eustis, Florida is using all media tools at its disposal for the promotion of City programs and events. for more ...",https://www.youtube.com/channel/UCH4oRNW-j-ERP5P9E9CVuig,,,,,,,,,,,,,,,,,,
AT00007367,everglades,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007369,fanning springs,yes,yes,City of Newberry,Official YouTube channel for the City of Newberry. Includes commission meetings and other municipal government meetings.,https://www.youtube.com/channel/UC9MNwMuigm3PeKHacwz2xQQ,,,,,,,,,,,,,,,,,,,,,
AT00007371,fellsmere,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007372,fernandina beach,yes,yes,Fernandina Beach News-Leader,,https://www.youtube.com/channel/UC3ZW64uKMm6D7hLxfwXNz9A,BeachBlvdAutomotive,"Beach Blvd Automotive in Jacksonville, Florida offers great low prices and ""Buy Here, Pay Here"" financing for Used cars, vans and ...",https://www.youtube.com/channel/UCy1MSroLKgxd22TCuGYkbdA,Amelia Island Condo,"Our beautiful condominium is at Amelia Landings on2328 Sadler Road in the City of Fernandina Beach, Amelia Island, Florida.",https://www.youtube.com/channel/UCza0GwTqt8-kB5eq-IuwbMw,,,,,,,,,,,,,,,
AT00007381,flagler beach,yes,yes,Official City of Flagler Beach,,https://www.youtube.com/channel/UCXMJJAvJs4FAbl3cYX627Nw,,,,,,,,,,,,,,,,,,,,,
AT00007382,flagler estates,yes,yes,City of Palm Coast,Welcome to the official YouTube Channel of the City of Palm Coast - your all-in-one resource for everything Palm Coast. Here you ...,https://www.youtube.com/channel/UCutMtNq3Rm4NzsRYtNMHSAg,,,,,,,,,,,,,,,,,,,,,
AT00007385,florida city,yes,yes,"North Port, Florida","Located in Southwest Florida between Tampa and Fort Myers, the City of North Port is the largest city in Sarasota County.",https://www.youtube.com/channel/UCTh3-EEpBJ7yKjG6T5lO8_A,City of Lynn Haven Florida,Lynn Haven City Commission meetings are normally held on the second and fourth Tuesdays of the month in the Chambers ...,https://www.youtube.com/channel/UCIQF6ORilTNOq43451WT0YA,Town of Fort Myers Beach FL,,https://www.youtube.com/channel/UCTF-wEnfKoqXo9WOk-1ev5w,"City of Sunrise, Florida","The City of Sunrise, located in western Broward County, Florida is home to approximately 92000 residents and host to several ...",https://www.youtube.com/channel/UCwWs-vZ6h-5P6XvQOCllSCA,City of Stuart Florida,Government Organization.,https://www.youtube.com/channel/UCXGlqG9zOM6xLlrx2tUWnNw,"City of Crescent City, Florida","Crescent City, FL is located between Two bodies of water, Crescent Lake lies to the east of the town and Lake Stella lies to the ...",https://www.youtube.com/channel/UCak1_v7UFM8nqIviX53nzaA,"City of Cocoa, Florida","IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",https://www.youtube.com/channel/UCbWJK7XQyPVBmp15Fwoa4jA,"City of Gainesville, Florida",The latest videos from the City of Gainesville's Communications Office.,https://www.youtube.com/channel/UCPRBTIJPBe60dKAtgCHYwpQ
AT00007392,fort lauderdale,yes,yes,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,CFLCA Florida,"The Council of Fort Lauderdale Civic Associations” was formed in 1980. According to our Bylaws, the purpose of the Council is to ...",https://www.youtube.com/channel/UCn7YBmTy2fKvinLiZPZYcIQ,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",https://www.youtube.com/channel/UCVtTjaaajzCaWsMxHBmTIsA,,,,,,,,,,,,,,,
AT00007393,fort meade,yes,yes,"City of Fort Meade, Florida","Official YouTube page for the City of Fort Meade, Florida.",https://www.youtube.com/channel/UCN7BX7zOhLxX6lijxKYHbvw,Beth Yeshua Messianic Synagogue - Fort Myers FL,"Welcome to Beth Yeshua Messianic Synagogue www.bethyeshuafla.com 15675 McGregor Blvd Fort Myers, FL 33908 ...",https://www.youtube.com/channel/UCAliFFnAPydMA7LzVnxbdVg,City of Auburndale,"The purpose of this Youtube Channel is to enhance customer service, outreach and increase citizen involvement with the ...",https://www.youtube.com/channel/UC1hGizu74_ZR3wpjxbzrfCA,,,,,,,,,,,,,,,
AT00007394,fort myers,yes,yes,Town Of fort Myers Beach,,https://www.youtube.com/channel/UCpL5tRq3FnhCEbox9dMRjKQ,Fort Myers,"Fort Myers, FL.",https://www.youtube.com/channel/UC4lX7oYQQlUqAf4Sx213knw,Living in Fort Myers Florida,Looking to see what the lifestyle is like in Fort Myers or anywhere is Southwest Florida? This is the channel for you! We'll be ...,https://www.youtube.com/channel/UCwbiWqaA9U82qkVOeoxcO1Q,,,,,,,,,,,,,,,
AT00007395,fort myers beach,yes,yes,Town of Fort Myers Beach FL,,https://www.youtube.com/channel/UCTF-wEnfKoqXo9WOk-1ev5w,Town Of fort Myers Beach,,https://www.youtube.com/channel/UCpL5tRq3FnhCEbox9dMRjKQ,,,,,,,,,,,,,,,,,,
AT00007397,fort pierce,yes,yes,Destination Fort Pierce,"Destination Fort Pierce is a 501c3 non profit organization which operates to promote the City of Fort Pierce, FL to the world.",https://www.youtube.com/channel/UCDXiZbgiwQ7aRYT2gsm7CSQ,"St Nicholas Greek Orthodox Church Ft Pierce,FL",,https://www.youtube.com/channel/UC0wmqB_sIcVzdCTozqVOYog,,,,,,,,,,,,,,,,,,
AT00007400,fort walton beach,yes,yes,CityofFWBOfficial,"We are the heart of art, culture, festivals, local sugar-sand beaches, and outdoor enthusiasts.",https://www.youtube.com/channel/UChjWMmXpTm0bpYNba5hMmNA,Destiny Worship Center,Welcome to the official Destiny Worship Center YouTube channel which features the latest sermons and preaching from our ...,https://www.youtube.com/channel/UCULwAoCDC-aHRtofvReacUA,,,,,,,,,,,,,,,,,,
AT00007401,fort white,yes,yes,Columbia County Florida,This channel is to live stream and archive public Board of County Commissioner Meetings.,https://www.youtube.com/channel/UCqAtMzvK306flC7dEPhAJjQ,City of Newberry,Official YouTube channel for the City of Newberry. Includes commission meetings and other municipal government meetings.,https://www.youtube.com/channel/UC9MNwMuigm3PeKHacwz2xQQ,,,,,,,,,,,,,,,,,,
AT00007405,freeport,yes,yes,City of Freeport,"This site is not monitored at all times, do not use this forum to report emergency situations and/or time-sensitive issues. City Hall ...",https://www.youtube.com/channel/UCLom2uqVK0rQ_QpyO6m9uxg,Destiny Worship Center,Welcome to the official Destiny Worship Center YouTube channel which features the latest sermons and preaching from our ...,https://www.youtube.com/channel/UCULwAoCDC-aHRtofvReacUA,,,,,,,,,,,,,,,,,,
AT00007406,frostproof,yes,yes,City of Auburndale,"The purpose of this Youtube Channel is to enhance customer service, outreach and increase citizen involvement with the ...",https://www.youtube.com/channel/UC1hGizu74_ZR3wpjxbzrfCA,,,,,,,,,,,,,,,,,,,,,
AT00007408,fruitland park,yes,yes,The Villages Florida,"The Villages is an active retirement community located in sunny central Florida. Conceived over 50 years ago, our hometown has ...",https://www.youtube.com/channel/UC4UimES_xLEu_7VPyMrIeKA,,,,,,,,,,,,,,,,,,,,,
AT00007412,gainesville,yes,yes,"City of Gainesville, Florida",The latest videos from the City of Gainesville's Communications Office.,https://www.youtube.com/channel/UCPRBTIJPBe60dKAtgCHYwpQ,Gainesville Live,"Gainesville LIVE! is a series of Facebook Livestream concerts produced by the City of Gainesville, Florida on Friday nights.",https://www.youtube.com/channel/UCWoiB4Ch8nZMo-AQZQbYSRg,Gainesville Police Department,The official YouTube channel for the Gainesville (FL) Police Department.,https://www.youtube.com/channel/UCuBcBoxzhWM2zT-YwjUBY3A,,,,,,,,,,,,,,,
AT00007416,gateway,yes,yes,Florida Gateway College : FGCTV,"Florida Gateway College provides affordable, high-quality postsecondary educational opportunities to the community members of ...",https://www.youtube.com/channel/UCUOPF_K_7YkzBijWevj19SA,"City of Midway, Florida","Midway, Florida is located at the heart of Gadsden County and serves as North Florida's Gateway City. The City's estimated 2019 ...",https://www.youtube.com/channel/UCqhOr2LsPCGXzyhzEPbqzuw,City of Kissimmee,"Welcome to the offical YouTube account for the City of Kissimmee, Florida. The City of Kissimmee, a municipality governed by five ...",https://www.youtube.com/channel/UC7F24dkT2khMusOdor0vy0g,,,,,,,,,,,,,,,
AT00007422,glen ridge,yes,yes,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,City of Boynton Beach,,https://www.youtube.com/channel/UCHxHJQCYf067_qYAmq9lKcw,,,,,,,,,,,,,,,
AT00007423,glen st. mary,yes,yes,JTAFLA,"This is the official YouTube page for the Jacksonville Transportation Authority (JTA). For more information about JTA services, visit ...",https://www.youtube.com/channel/UC_FPDNWyiuWE6ilImqeTj3w,City of Jacksonville JaxGIS,"Our vision is to create a GIS foundation for data integration that will help integrate government silos and help all understand, ...",https://www.youtube.com/channel/UCQXwBvLTGVcXhWdrGDJWssQ,,,,,,,,,,,,,,,,,,
AT00007425,golden beach,yes,yes,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",https://www.youtube.com/channel/UCAthAfV8Iqgyl8znznZodlQ,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",https://www.youtube.com/channel/UCVtTjaaajzCaWsMxHBmTIsA,,,,,,,,,,,,,,,,,,
AT00007435,graceville,yes,yes,City of Dothan AL,Welcome to the City of Dothan Youtube Channel. Here you will find our Live streams and city government official video postings.,https://www.youtube.com/channel/UCjQLzllGnzicLNiMMzcLwKQ,,,,,,,,,,,,,,,,,,,,,
AT00007436,grand ridge,yes,yes,An Orlando Thing,"Welcome to An Orlando Thing, your ultimate guide to everything Orlando has to offer! Whether you're a prospective resident or a ...",https://www.youtube.com/channel/UCNz587T2e7zqAd8SldXHWSg,,,,,,,,,,,,,,,,,,,,,
AT00007437,grant-valkaria,yes,yes,City of Cocoa Beach - Government,"IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",https://www.youtube.com/channel/UCzVNSjCc0HnwzvaDCtpAj5A,"City of Cocoa, Florida","IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",https://www.youtube.com/channel/UCbWJK7XQyPVBmp15Fwoa4jA,,,,,,,,,,,,,,,,,,
AT00007438,greenacres,yes,yes,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,City of Boynton Beach,,https://www.youtube.com/channel/UCHxHJQCYf067_qYAmq9lKcw,,,,,,,,,,,,,,,
AT00007440,green cove springs,yes,yes,Green Cove Springs Florida City Government,"Official channel of the City of Green Cove Springs, FL, with videos highlighting City events, projects, and initiatives.",https://www.youtube.com/channel/UCkR8oC7KOgkX3pKL5IaNK-A,Green Cove Springs Police Department,"City of Green Cove Springs (Florida), Police Department.",https://www.youtube.com/channel/UC8Tqso6NzV1hQe-otNfu6SQ,,,,,,,,,,,,,,,,,,
